Segment_ID,DateTime,Segment_VAD_Emotion,Emotion_VAD
10,2021-04-18 03:00:00+00:00,"{""valence"": 0.6648744367639529, ""arousal"": 0.46296738351254474, ""dominance"": 0.5359715821812595, ""emotion"": [0.06182795698924731, 0.04838709677419355, 0.07455197132616488, 0.08422939068100359, 0.013440860215053762, 0.03225806451612903, 0.09767025089605735, 0.06751152073732718]}","[{""valence"": 0.31124999999999997, ""arousal"": 0.6172500000000001, ""dominance"": 0.43374999999999997}, {""valence"": 0.164, ""arousal"": 0.5385, ""dominance"": 0.23850000000000002}, {""valence"": 0.80625, ""arousal"": 0.57125, ""dominance"": 0.640375}, {""valence"": 0.7818888888888889, ""arousal"": 0.5058888888888888, ""dominance"": 0.6945555555555556}, {""valence"": 0.7865, ""arousal"": 0.631, ""dominance"": 0.7949999999999999}, {""valence"": 0.073, ""arousal"": 0.41, ""dominance"": 0.2}, {""valence"": 0.90075, ""arousal"": 0.664, ""dominance"": 0.719625}, {""valence"": 0.24483333333333332, ""arousal"": 0.628, ""dominance"": 0.38400000000000006}]"
11,2021-04-21 01:04:10+00:00,"{""valence"": 0.6434346088435375, ""arousal"": 0.441043962585034, ""dominance"": 0.5067556972789115, ""emotion"": [0.026785714285714284, 0.13333333333333333, 0.12568027210884355, 0.10714285714285714, 0.0, 0.017857142857142856, 0.05357142857142857, 0.0]}","[{""valence"": 0.21300000000000002, ""arousal"": 0.702, ""dominance"": 0.47850000000000004}, {""valence"": 0.48700000000000004, ""arousal"": 0.4652500000000001, ""dominance"": 0.4415}, {""valence"": 0.531, ""arousal"": 0.40437500000000004, ""dominance"": 0.44900000000000007}, {""valence"": 0.7487499999999999, ""arousal"": 0.322, ""dominance"": 0.5389999999999999}, {""valence"": 0, ""arousal"": 0, ""dominance"": 0}, {""valence"": 0.146, ""arousal"": 0.865, ""dominance"": 0.342}, {""valence"": 0.827, ""arousal"": 0.17, ""dominance"": 0.5}, {""valence"": 0, ""arousal"": 0, ""dominance"": 0}]"
12,2021-04-28 00:33:52+00:00,"{""valence"": 0.6350540952380953, ""arousal"": 0.4333567619047619, ""dominance"": 0.5353961904761904, ""emotion"": [0.0, 0.04, 0.10800000000000001, 0.06619047619047619, 0.013333333333333332, 0.01, 0.04904761904761904, 0.016666666666666666]}","[{""valence"": 0, ""arousal"": 0, ""dominance"": 0}, {""valence"": 0.5, ""arousal"": 0.337, ""dominance"": 0.305}, {""valence"": 0.7085, ""arousal"": 0.489, ""dominance"": 0.53725}, {""valence"": 0.736375, ""arousal"": 0.46425000000000005, ""dominance"": 0.6681250000000001}, {""valence"": 0.7829999999999999, ""arousal"": 0.6745, ""dominance"": 0.556}, {""valence"": 0.104, ""arousal"": 0.431, ""dominance"": 0.136}, {""valence"": 0.8304, ""arousal"": 0.5874, ""dominance"": 0.644}, {""valence"": 0.0725, ""arousal"": 0.47050000000000003, ""dominance"": 0.16}]"
13,2021-05-06 11:33:48+00:00,"{""valence"": 0.6259324116743472, ""arousal"": 0.4546155913978496, ""dominance"": 0.5129446236559139, ""emotion"": [0.04704301075268817, 0.04704301075268817, 0.07019969278033794, 0.0500384024577573, 0.047619047619047616, 0.05779569892473118, 0.05568356374807988, 0.053494623655913974]}","[{""valence"": 0.143, ""arousal"": 0.7303333333333334, ""dominance"": 0.4613333333333333}, {""valence"": 0.143, ""arousal"": 0.7303333333333334, ""dominance"": 0.4613333333333333}, {""valence"": 0.8596666666666666, ""arousal"": 0.5144444444444445, ""dominance"": 0.6170000000000001}, {""valence"": 0.8908571428571428, ""arousal"": 0.496, ""dominance"": 0.6504285714285715}, {""valence"": 0.7466666666666666, ""arousal"": 0.49216666666666664, ""dominance"": 0.5016666666666666}, {""valence"": 0.201, ""arousal"": 0.6265000000000001, ""dominance"": 0.41974999999999996}, {""valence"": 0.9619999999999999, ""arousal"": 0.5611666666666667, ""dominance"": 0.6543333333333333}, {""valence"": 0.171, ""arousal"": 0.6567500000000001, ""dominance"": 0.38525}]"
14,2021-05-14 13:14:11+00:00,"{""valence"": 0.6456334656084657, ""arousal"": 0.4511393849206348, ""dominance"": 0.5239984953703704, ""emotion"": [0.047271825396825395, 0.027777777777777776, 0.06125992063492063, 0.0706845238095238, 0.06440145502645503, 0.026785714285714284, 0.07729828042328042, 0.05322420634920635]}","[{""valence"": 0.1066, ""arousal"": 0.7876000000000001, ""dominance"": 0.41200000000000003}, {""valence"": 0.349, ""arousal"": 0.49249999999999994, ""dominance"": 0.403}, {""valence"": 0.7441428571428571, ""arousal"": 0.45914285714285713, ""dominance"": 0.5637142857142857}, {""valence"": 0.7330000000000001, ""arousal"": 0.4605, ""dominance"": 0.6739999999999999}, {""valence"": 0.5414, ""arousal"": 0.7114, ""dominance"": 0.6078}, {""valence"": 0.3605, ""arousal"": 0.5275, ""dominance"": 0.372}, {""valence"": 0.7776666666666667, ""arousal"": 0.4941666666666667, ""dominance"": 0.5706666666666667}, {""valence"": 0.18599999999999997, ""arousal"": 0.7285, ""dominance"": 0.4208333333333334}]"
15,2021-05-20 05:29:02+00:00,"{""valence"": 0.6550779761904761, ""arousal"": 0.4626801020408164, ""dominance"": 0.534399149659864, ""emotion"": [0.027976190476190477, 0.05654761904761905, 0.10450680272108845, 0.078656462585034, 0.070578231292517, 0.0071428571428571435, 0.0875, 0.0]}","[{""valence"": 0.43966666666666665, ""arousal"": 0.738, ""dominance"": 0.598}, {""valence"": 0.5423333333333334, ""arousal"": 0.6663333333333333, ""dominance"": 0.656}, {""valence"": 0.6698571428571428, ""arousal"": 0.6244285714285713, ""dominance"": 0.6604285714285715}, {""valence"": 0.68, ""arousal"": 0.5963333333333333, ""dominance"": 0.5866666666666667}, {""valence"": 0.5992, ""arousal"": 0.7264, ""dominance"": 0.6100000000000001}, {""valence"": 0.317, ""arousal"": 0.79, ""dominance"": 0.432}, {""valence"": 0.8075, ""arousal"": 0.5993333333333334, ""dominance"": 0.626}, {""valence"": 0, ""arousal"": 0, ""dominance"": 0}]"
16,2021-05-27 15:16:43+00:00,"{""valence"": 0.6182421904761906, ""arousal"": 0.449569619047619, ""dominance"": 0.5344867619047619, ""emotion"": [0.027999999999999997, 0.06133333333333333, 0.042333333333333334, 0.04004761904761905, 0.027999999999999997, 0.0, 0.008, 0.013333333333333332]}","[{""valence"": 0.429, ""arousal"": 0.6830000000000002, ""dominance"": 0.595}, {""valence"": 0.41459999999999997, ""arousal"": 0.5772000000000002, ""dominance"": 0.46719999999999995}, {""valence"": 0.5654000000000001, ""arousal"": 0.3984, ""dominance"": 0.5105999999999999}, {""valence"": 0.6873333333333335, ""arousal"": 0.3885, ""dominance"": 0.6295}, {""valence"": 0.429, ""arousal"": 0.6830000000000002, ""dominance"": 0.595}, {""valence"": 0, ""arousal"": 0, ""dominance"": 0}, {""valence"": 0.918, ""arousal"": 0.24, ""dominance"": 0.618}, {""valence"": 0.286, ""arousal"": 0.5, ""dominance"": 0.246}]"
17,2021-05-31 17:26:57+00:00,"{""valence"": 0.6297597488038275, ""arousal"": 0.4368647129186602, ""dominance"": 0.5206963488266121, ""emotion"": [0.0325187969924812, 0.037041467304625195, 0.054209387104123936, 0.04167805878332194, 0.026076555023923444, 0.01951754385964912, 0.051546479835953514, 0.010526315789473684]}","[{""valence"": 0.33299999999999996, ""arousal"": 0.5002, ""dominance"": 0.36439999999999995}, {""valence"": 0.48466666666666675, ""arousal"": 0.6573333333333333, ""dominance"": 0.4891666666666666}, {""valence"": 0.6723636363636364, ""arousal"": 0.5140909090909092, ""dominance"": 0.5716363636363636}, {""valence"": 0.6568888888888889, ""arousal"": 0.5134444444444444, ""dominance"": 0.5609999999999999}, {""valence"": 0.68025, ""arousal"": 0.60325, ""dominance"": 0.44250000000000006}, {""valence"": 0.29674999999999996, ""arousal"": 0.6349999999999999, ""dominance"": 0.39625}, {""valence"": 0.672, ""arousal"": 0.6278888888888888, ""dominance"": 0.5088888888888888}, {""valence"": 0.354, ""arousal"": 0.529, ""dominance"": 0.41900000000000004}]"
18,2021-06-08 15:33:00+00:00,"{""valence"": 0.65252151675485, ""arousal"": 0.42950388007054674, ""dominance"": 0.5246386243386245, ""emotion"": [0.009259259259259259, 0.022222222222222223, 0.04268077601410934, 0.05811287477954144, 0.012962962962962963, 0.021604938271604937, 0.03518518518518518, 0.009259259259259259]}","[{""valence"": 0.031, ""arousal"": 0.802, ""dominance"": 0.43}, {""valence"": 0.39575000000000005, ""arousal"": 0.53375, ""dominance"": 0.47950000000000004}, {""valence"": 0.7838571428571429, ""arousal"": 0.43157142857142855, ""dominance"": 0.5634285714285714}, {""valence"": 0.8287142857142856, ""arousal"": 0.46142857142857135, ""dominance"": 0.6565714285714286}, {""valence"": 0.9325, ""arousal"": 0.3425, ""dominance"": 0.6365000000000001}, {""valence"": 0.138, ""arousal"": 0.5800000000000001, ""dominance"": 0.3725}, {""valence"": 0.9106, ""arousal"": 0.5416, ""dominance"": 0.6644}, {""valence"": 0.031, ""arousal"": 0.802, ""dominance"": 0.43}]"
19,2021-06-16 13:40:31+00:00,"{""valence"": 0.6230177097505669, ""arousal"": 0.4902446938775511, ""dominance"": 0.5220848072562357, ""emotion"": [0.0507936507936508, 0.061904761904761914, 0.07487528344671202, 0.11343537414965987, 0.03503401360544217, 0.05555555555555556, 0.06836734693877551, 0.05011337868480725]}","[{""valence"": 0.1076, ""arousal"": 0.6674, ""dominance"": 0.37839999999999996}, {""valence"": 0.16883333333333336, ""arousal"": 0.7066666666666667, ""dominance"": 0.45483333333333326}, {""valence"": 0.6526249999999999, ""arousal"": 0.528375, ""dominance"": 0.54775}, {""valence"": 0.7070909090909091, ""arousal"": 0.4979090909090909, ""dominance"": 0.6192727272727273}, {""valence"": 0.557, ""arousal"": 0.6216, ""dominance"": 0.5882000000000001}, {""valence"": 0.14883333333333335, ""arousal"": 0.6875, ""dominance"": 0.3761666666666666}, {""valence"": 0.7975, ""arousal"": 0.4483333333333333, ""dominance"": 0.5185000000000001}, {""valence"": 0.2144, ""arousal"": 0.6002, ""dominance"": 0.414}]"
20,2021-06-25 13:05:52+00:00,"{""valence"": 0.6369369791666667, ""arousal"": 0.45442968749999996, ""dominance"": 0.5131390625000001, ""emotion"": [0.03125, 0.03125, 0.1015625, 0.07864583333333335, 0.058854166666666666, 0.04375, 0.10781250000000002, 0.010416666666666666]}","[{""valence"": 0.021, ""arousal"": 0.856, ""dominance"": 0.528}, {""valence"": 0.021, ""arousal"": 0.856, ""dominance"": 0.528}, {""valence"": 0.6797777777777778, ""arousal"": 0.37177777777777776, ""dominance"": 0.5078888888888888}, {""valence"": 0.7561428571428571, ""arousal"": 0.43071428571428566, ""dominance"": 0.5525714285714286}, {""valence"": 0.675, ""arousal"": 0.517, ""dominance"": 0.5114}, {""valence"": 0.219, ""arousal"": 0.613, ""dominance"": 0.4095}, {""valence"": 0.7147777777777777, ""arousal"": 0.5604444444444445, ""dominance"": 0.5647777777777778}, {""valence"": 0.583, ""arousal"": 0.433, ""dominance"": 0.465}]"
21,2021-06-30 02:01:01+00:00,"{""valence"": 0.6760301075268818, ""arousal"": 0.43832204301075256, ""dominance"": 0.5169419354838709, ""emotion"": [0.0, 0.03225806451612903, 0.15698924731182798, 0.08817204301075271, 0.05806451612903226, 0.019354838709677424, 0.0903225806451613, 0.012903225806451613]}","[{""valence"": 0, ""arousal"": 0, ""dominance"": 0}, {""valence"": 0.5, ""arousal"": 0.337, ""dominance"": 0.305}, {""valence"": 0.7830624999999999, ""arousal"": 0.5561875000000001, ""dominance"": 0.632375}, {""valence"": 0.8374444444444443, ""arousal"": 0.471, ""dominance"": 0.6501111111111111}, {""valence"": 0.8722857142857142, ""arousal"": 0.6134285714285713, ""dominance"": 0.7192857142857143}, {""valence"": 0.7503333333333333, ""arousal"": 0.6673333333333332, ""dominance"": 0.6866666666666666}, {""valence"": 0.890222222222222, ""arousal"": 0.6046666666666667, ""dominance"": 0.7088888888888889}, {""valence"": 0.7689999999999999, ""arousal"": 0.5725, ""dominance"": 0.7185}]"
22,2021-07-07 03:41:47+00:00,"{""valence"": 0.6663659420289855, ""arousal"": 0.46738586956521744, ""dominance"": 0.5178460144927538, ""emotion"": [0.03985507246376811, 0.07789855072463768, 0.06702898550724638, 0.08514492753623189, 0.059782608695652176, 0.041666666666666664, 0.05434782608695652, 0.03260869565217391]}","[{""valence"": 0.375, ""arousal"": 0.5226666666666667, ""dominance"": 0.509}, {""valence"": 0.33349999999999996, ""arousal"": 0.482, ""dominance"": 0.35925}, {""valence"": 0.58025, ""arousal"": 0.527, ""dominance"": 0.571}, {""valence"": 0.7214999999999999, ""arousal"": 0.5091666666666667, ""dominance"": 0.6898333333333334}, {""valence"": 0.6596666666666667, ""arousal"": 0.6336666666666667, ""dominance"": 0.6173333333333333}, {""valence"": 0.258, ""arousal"": 0.4972500000000001, ""dominance"": 0.3895}, {""valence"": 0.755, ""arousal"": 0.6295, ""dominance"": 0.696}, {""valence"": 0.4165, ""arousal"": 0.5145, ""dominance"": 0.5275}]"
23,2021-07-14 13:31:09+00:00,"{""valence"": 0.6201860317460318, ""arousal"": 0.45086611111111113, ""dominance"": 0.5183834126984127, ""emotion"": [0.09841269841269842, 0.030555555555555555, 0.17285714285714288, 0.10896825396825396, 0.031746031746031744, 0.035555555555555556, 0.04507936507936508, 0.02222222222222222]}","[{""valence"": 0.46900000000000003, ""arousal"": 0.586, ""dominance"": 0.5333333333333333}, {""valence"": 0.302, ""arousal"": 0.378, ""dominance"": 0.3115}, {""valence"": 0.6665555555555556, ""arousal"": 0.42288888888888887, ""dominance"": 0.5875555555555556}, {""valence"": 0.7708333333333334, ""arousal"": 0.4606666666666667, ""dominance"": 0.6795}, {""valence"": 0.891, ""arousal"": 0.488, ""dominance"": 0.6805}, {""valence"": 0.4115, ""arousal"": 0.45999999999999996, ""dominance"": 0.46399999999999997}, {""valence"": 0.844, ""arousal"": 0.49533333333333335, ""dominance"": 0.6963333333333334}, {""valence"": 0.073, ""arousal"": 0.41, ""dominance"": 0.2}]"
24,2021-07-17 02:52:36+00:00,"{""valence"": 0.6184446741854636, ""arousal"": 0.4843634085213033, ""dominance"": 0.5807545112781954, ""emotion"": [0.0913533834586466, 0.08383458646616541, 0.05319548872180451, 0.10933583959899751, 0.05319548872180451, 0.06315789473684211, 0.06547619047619048, 0.06315789473684211]}","[{""valence"": 0.3536, ""arousal"": 0.5786, ""dominance"": 0.5034}, {""valence"": 0.275, ""arousal"": 0.61575, ""dominance"": 0.42899999999999994}, {""valence"": 0.7444999999999999, ""arousal"": 0.4746666666666666, ""dominance"": 0.5551666666666667}, {""valence"": 0.8751666666666665, ""arousal"": 0.5593333333333333, ""dominance"": 0.7215000000000001}, {""valence"": 0.7932, ""arousal"": 0.6306, ""dominance"": 0.6298}, {""valence"": 0.099, ""arousal"": 0.5175, ""dominance"": 0.2865}, {""valence"": 0.9395999999999999, ""arousal"": 0.6167999999999999, ""dominance"": 0.7846}, {""valence"": 0.099, ""arousal"": 0.5175, ""dominance"": 0.2865}]"
25,2021-07-23 00:44:40+00:00,"{""valence"": 0.7097003968253968, ""arousal"": 0.41463814484126993, ""dominance"": 0.5641778273809526, ""emotion"": [0.005208333333333333, 0.005208333333333333, 0.1222718253968254, 0.13020833333333334, 0.005208333333333333, 0.005208333333333333, 0.06076388888888889, 0.005208333333333333]}","[{""valence"": 0.335, ""arousal"": 0.906, ""dominance"": 0.471}, {""valence"": 0.335, ""arousal"": 0.906, ""dominance"": 0.471}, {""valence"": 0.663888888888889, ""arousal"": 0.43866666666666665, ""dominance"": 0.5838888888888889}, {""valence"": 0.789, ""arousal"": 0.344, ""dominance"": 0.5249999999999999}, {""valence"": 0.938, ""arousal"": 0.368, ""dominance"": 0.534}, {""valence"": 0.335, ""arousal"": 0.906, ""dominance"": 0.471}, {""valence"": 0.8943333333333333, ""arousal"": 0.4603333333333333, ""dominance"": 0.5670000000000001}, {""valence"": 0.26, ""arousal"": 0.66, ""dominance"": 0.402}]"
26,2021-07-28 19:04:09+00:00,"{""valence"": 0.6395179894179894, ""arousal"": 0.4149619488536154, ""dominance"": 0.5227158950617284, ""emotion"": [0.04351851851851851, 0.0625, 0.15570987654320986, 0.0705026455026455, 0.09583333333333333, 0.0, 0.10925925925925926, 0.011111111111111112]}","[{""valence"": 0.47175, ""arousal"": 0.5915, ""dominance"": 0.5385}, {""valence"": 0.5, ""arousal"": 0.634, ""dominance"": 0.568}, {""valence"": 0.7291428571428572, ""arousal"": 0.39285714285714285, ""dominance"": 0.5712857142857143}, {""valence"": 0.78, ""arousal"": 0.45299999999999996, ""dominance"": 0.6664285714285715}, {""valence"": 0.6811999999999999, ""arousal"": 0.5456, ""dominance"": 0.5641999999999999}, {""valence"": 0, ""arousal"": 0, ""dominance"": 0}, {""valence"": 0.737, ""arousal"": 0.5311666666666667, ""dominance"": 0.5838333333333333}, {""valence"": 0.073, ""arousal"": 0.784, ""dominance"": 0.431}]"
